,nombres,edades,generos,ciudades,hijos,mascotas
2560,persona_2560,35,F,Cajicá,4,5
2561,persona_2561,21,M,Cajicá,0,1
2562,persona_2562,47,F,Bogotá,4,1
2563,persona_2563,60,F,Cajicá,5,0
2564,persona_2564,33,M,Bogotá,4,4
2565,persona_2565,30,M,Cota,4,3
2566,persona_2566,23,M,Zipaquirá,3,3
2567,persona_2567,48,M,Cota,3,0
2568,persona_2568,62,M,Zipaquirá,0,5
2569,persona_2569,31,F,Zipaquirá,3,1
2570,persona_2570,43,F,Zipaquirá,3,5
2571,persona_2571,31,M,Cajicá,1,3
2572,persona_2572,33,M,Bogotá,3,5
2573,persona_2573,20,M,Chía,0,1
2574,persona_2574,32,M,Bogotá,5,5
2575,persona_2575,43,M,Chía,3,2
2576,persona_2576,61,M,Zipaquirá,2,3
2577,persona_2577,23,F,Cajicá,4,5
2578,persona_2578,53,F,Bogotá,3,0
2579,persona_2579,40,M,Bogotá,2,2
2580,persona_2580,36,F,Cajicá,2,1
2581,persona_2581,61,F,Chía,5,4
2582,persona_2582,35,M,Cota,2,0
2583,persona_2583,65,F,Bogotá,5,4
2584,persona_2584,33,M,Bogotá,0,1
2585,persona_2585,37,M,Cajicá,1,1
2586,persona_2586,50,F,Bogotá,0,2
2587,persona_2587,62,M,Zipaquirá,4,5
2588,persona_2588,53,M,Cota,2,1
2589,persona_2589,52,M,Zipaquirá,1,4
2590,persona_2590,21,F,Cota,5,3
2591,persona_2591,53,M,Cota,0,0
2592,persona_2592,34,M,Zipaquirá,5,2
2593,persona_2593,34,M,Cota,5,0
2594,persona_2594,50,F,Chía,0,4
2595,persona_2595,65,F,Cota,4,2
2596,persona_2596,26,M,Zipaquirá,0,5
2597,persona_2597,20,F,Chía,0,4
2598,persona_2598,46,F,Cajicá,5,2
2599,persona_2599,51,F,Chía,2,0
2600,persona_2600,57,F,Bogotá,5,4
2601,persona_2601,56,F,Zipaquirá,1,1
2602,persona_2602,68,F,Chía,5,2
2603,persona_2603,44,F,Bogotá,3,2
2604,persona_2604,26,M,Cajicá,3,0
2605,persona_2605,39,F,Bogotá,1,1
2606,persona_2606,43,M,Cota,1,0
2607,persona_2607,41,F,Bogotá,3,4
2608,persona_2608,63,F,Cota,1,1
2609,persona_2609,37,F,Chía,1,2
2610,persona_2610,69,M,Cajicá,5,0
2611,persona_2611,45,F,Cajicá,4,4
2612,persona_2612,60,M,Cajicá,3,5
2613,persona_2613,29,F,Cajicá,3,5
2614,persona_2614,43,F,Zipaquirá,2,3
2615,persona_2615,46,F,Bogotá,4,3
2616,persona_2616,32,F,Bogotá,4,1
2617,persona_2617,46,M,Chía,2,3
2618,persona_2618,67,F,Zipaquirá,0,3
2619,persona_2619,45,F,Cajicá,0,4
2620,persona_2620,51,F,Chía,2,4
2621,persona_2621,61,F,Bogotá,4,5
2622,persona_2622,51,F,Chía,4,5
2623,persona_2623,40,F,Zipaquirá,4,2
2624,persona_2624,44,M,Zipaquirá,2,5
2625,persona_2625,26,F,Chía,5,4
2626,persona_2626,25,M,Zipaquirá,0,4
2627,persona_2627,42,M,Bogotá,5,2
2628,persona_2628,52,M,Cajicá,2,4
2629,persona_2629,49,F,Cota,3,0
2630,persona_2630,61,F,Cota,3,0
2631,persona_2631,33,M,Chía,4,4
2632,persona_2632,20,F,Cajicá,0,3
2633,persona_2633,39,F,Cajicá,1,3
2634,persona_2634,54,F,Chía,5,5
2635,persona_2635,31,F,Cajicá,4,1
2636,persona_2636,31,F,Cota,1,1
2637,persona_2637,53,F,Chía,3,1
2638,persona_2638,39,F,Bogotá,3,4
2639,persona_2639,22,M,Zipaquirá,4,1
2640,persona_2640,35,M,Cajicá,3,4
2641,persona_2641,30,F,Bogotá,3,2
2642,persona_2642,52,F,Cajicá,1,3
2643,persona_2643,41,M,Cota,0,0
2644,persona_2644,47,M,Bogotá,0,2
2645,persona_2645,60,M,Cajicá,5,2
2646,persona_2646,59,F,Zipaquirá,2,4
2647,persona_2647,57,F,Cajicá,0,3
2648,persona_2648,21,F,Chía,3,3
2649,persona_2649,51,M,Cajicá,2,1
2650,persona_2650,42,F,Chía,5,0
2651,persona_2651,68,M,Cajicá,0,1
2652,persona_2652,69,F,Zipaquirá,3,0
2653,persona_2653,20,M,Bogotá,4,2
2654,persona_2654,40,M,Cajicá,2,0
2655,persona_2655,69,F,Cota,3,4
2656,persona_2656,29,F,Cota,5,0
2657,persona_2657,34,M,Bogotá,4,5
2658,persona_2658,50,M,Chía,4,5
2659,persona_2659,52,F,Bogotá,3,1
2660,persona_2660,23,M,Cajicá,1,5
2661,persona_2661,38,F,Cajicá,4,4
2662,persona_2662,59,M,Chía,3,3
2663,persona_2663,32,F,Cota,0,0
2664,persona_2664,47,M,Zipaquirá,3,2
2665,persona_2665,67,M,Zipaquirá,0,0
2666,persona_2666,67,M,Cajicá,0,1
2667,persona_2667,63,F,Cajicá,5,1
2668,persona_2668,36,M,Cota,2,2
2669,persona_2669,42,M,Bogotá,5,0
2670,persona_2670,59,F,Cajicá,4,2
2671,persona_2671,66,F,Bogotá,5,5
2672,persona_2672,51,M,Zipaquirá,3,0
2673,persona_2673,49,M,Bogotá,0,1
2674,persona_2674,60,F,Cota,2,3
2675,persona_2675,59,F,Cajicá,3,0
2676,persona_2676,30,F,Cajicá,2,2
2677,persona_2677,23,F,Bogotá,3,1
2678,persona_2678,27,M,Chía,5,5
2679,persona_2679,26,F,Chía,4,4
2680,persona_2680,66,F,Zipaquirá,2,1
2681,persona_2681,62,M,Cajicá,3,0
2682,persona_2682,43,F,Zipaquirá,3,4
2683,persona_2683,62,M,Zipaquirá,5,2
2684,persona_2684,39,F,Zipaquirá,4,3
2685,persona_2685,64,F,Bogotá,0,4
2686,persona_2686,28,M,Bogotá,1,3
2687,persona_2687,40,F,Chía,4,0
2688,persona_2688,35,M,Chía,0,0
2689,persona_2689,38,M,Chía,0,4
2690,persona_2690,61,M,Cota,1,0
2691,persona_2691,59,M,Cota,5,0
2692,persona_2692,36,M,Chía,0,1
2693,persona_2693,20,F,Cota,4,3
2694,persona_2694,33,M,Bogotá,2,3
2695,persona_2695,43,F,Bogotá,2,3
2696,persona_2696,22,F,Bogotá,0,0
2697,persona_2697,36,M,Zipaquirá,5,4
2698,persona_2698,56,F,Cota,3,0
2699,persona_2699,53,F,Chía,4,5
2700,persona_2700,64,F,Zipaquirá,2,4
2701,persona_2701,61,F,Cota,5,2
2702,persona_2702,35,F,Chía,4,0
2703,persona_2703,29,M,Chía,1,0
2704,persona_2704,26,F,Zipaquirá,5,2
2705,persona_2705,20,F,Cajicá,1,0
2706,persona_2706,47,M,Cota,5,2
2707,persona_2707,28,F,Zipaquirá,3,5
2708,persona_2708,23,M,Cota,2,1
2709,persona_2709,28,M,Bogotá,2,3
2710,persona_2710,66,M,Chía,0,5
2711,persona_2711,30,M,Chía,0,0
2712,persona_2712,57,F,Bogotá,1,5
2713,persona_2713,48,M,Cajicá,5,2
2714,persona_2714,25,F,Cajicá,5,0
2715,persona_2715,57,M,Zipaquirá,2,5
2716,persona_2716,64,M,Chía,3,5
2717,persona_2717,35,F,Chía,1,1
2718,persona_2718,62,F,Bogotá,1,1
2719,persona_2719,50,M,Cajicá,5,3
2720,persona_2720,23,F,Zipaquirá,3,3
2721,persona_2721,43,M,Chía,4,1
2722,persona_2722,39,F,Chía,0,5
2723,persona_2723,66,M,Cajicá,2,5
2724,persona_2724,56,F,Zipaquirá,0,5
2725,persona_2725,42,M,Cota,3,0
2726,persona_2726,48,M,Cajicá,5,0
2727,persona_2727,57,F,Cota,3,3
2728,persona_2728,41,F,Bogotá,5,4
2729,persona_2729,58,M,Bogotá,5,2
2730,persona_2730,47,F,Cajicá,5,4
2731,persona_2731,24,M,Bogotá,0,1
2732,persona_2732,28,M,Cajicá,0,5
2733,persona_2733,47,M,Bogotá,5,4
2734,persona_2734,25,M,Zipaquirá,2,1
2735,persona_2735,56,M,Chía,1,3
2736,persona_2736,38,F,Bogotá,2,0
2737,persona_2737,24,F,Zipaquirá,2,5
2738,persona_2738,64,M,Chía,1,3
2739,persona_2739,43,F,Cajicá,0,1
2740,persona_2740,65,M,Bogotá,3,3
2741,persona_2741,23,F,Bogotá,2,5
2742,persona_2742,60,M,Bogotá,5,4
2743,persona_2743,67,M,Cota,3,2
2744,persona_2744,24,F,Cajicá,3,2
2745,persona_2745,54,F,Chía,1,3
2746,persona_2746,61,F,Cajicá,3,0
2747,persona_2747,31,F,Zipaquirá,3,3
2748,persona_2748,44,F,Chía,3,0
2749,persona_2749,68,F,Cajicá,2,2
2750,persona_2750,27,M,Chía,2,1
2751,persona_2751,29,M,Zipaquirá,5,4
2752,persona_2752,44,F,Cajicá,4,3
2753,persona_2753,41,M,Zipaquirá,0,2
2754,persona_2754,39,M,Chía,2,1
2755,persona_2755,49,F,Cajicá,4,0
2756,persona_2756,58,F,Chía,1,4
2757,persona_2757,39,F,Chía,0,4
2758,persona_2758,38,M,Chía,4,2
2759,persona_2759,56,M,Cajicá,5,5
2760,persona_2760,48,M,Cota,4,5
2761,persona_2761,26,M,Cota,4,0
2762,persona_2762,27,M,Cajicá,3,3
2763,persona_2763,52,F,Chía,0,0
2764,persona_2764,30,F,Cajicá,3,5
2765,persona_2765,57,M,Bogotá,2,3
2766,persona_2766,60,M,Bogotá,1,0
2767,persona_2767,70,F,Bogotá,4,2
2768,persona_2768,59,M,Cajicá,1,1
2769,persona_2769,51,F,Chía,0,3
2770,persona_2770,48,M,Cota,5,4
2771,persona_2771,56,M,Cota,5,2
2772,persona_2772,39,F,Zipaquirá,0,0
2773,persona_2773,61,F,Cajicá,4,2
2774,persona_2774,43,M,Cota,2,0
2775,persona_2775,40,M,Bogotá,1,0
2776,persona_2776,21,M,Chía,1,3
2777,persona_2777,46,F,Cajicá,0,0
2778,persona_2778,43,F,Chía,0,0
2779,persona_2779,45,F,Bogotá,4,4
2780,persona_2780,51,M,Chía,4,3
2781,persona_2781,33,M,Bogotá,1,0
2782,persona_2782,39,M,Cajicá,4,3
2783,persona_2783,70,F,Bogotá,1,0
2784,persona_2784,34,M,Zipaquirá,0,4
2785,persona_2785,60,F,Chía,5,1
2786,persona_2786,29,M,Chía,1,5
2787,persona_2787,33,F,Cajicá,5,5
2788,persona_2788,62,F,Zipaquirá,2,1
2789,persona_2789,30,F,Cota,3,2
2790,persona_2790,44,M,Zipaquirá,0,2
2791,persona_2791,28,F,Cota,2,1
2792,persona_2792,37,M,Bogotá,2,5
2793,persona_2793,65,F,Bogotá,4,4
2794,persona_2794,31,F,Bogotá,1,3
2795,persona_2795,39,F,Chía,4,4
2796,persona_2796,23,M,Zipaquirá,1,2
2797,persona_2797,36,F,Bogotá,5,2
2798,persona_2798,69,F,Zipaquirá,5,0
2799,persona_2799,40,F,Cota,3,5
2800,persona_2800,69,F,Chía,0,3
2801,persona_2801,66,M,Cota,1,1
2802,persona_2802,46,M,Cajicá,0,4
2803,persona_2803,39,F,Chía,1,1
2804,persona_2804,33,M,Cota,2,1
2805,persona_2805,57,F,Zipaquirá,4,2
2806,persona_2806,55,M,Bogotá,2,1
2807,persona_2807,55,M,Bogotá,0,1
2808,persona_2808,24,F,Chía,1,0
2809,persona_2809,34,F,Cota,2,4
2810,persona_2810,56,M,Chía,5,4
2811,persona_2811,65,M,Zipaquirá,4,4
2812,persona_2812,34,F,Cajicá,0,5
2813,persona_2813,51,M,Zipaquirá,3,1
2814,persona_2814,50,F,Cota,1,1
2815,persona_2815,34,M,Cota,2,1
2816,persona_2816,27,M,Cajicá,3,0
2817,persona_2817,25,F,Bogotá,5,5
2818,persona_2818,40,F,Cota,4,0
2819,persona_2819,66,M,Chía,2,2
2820,persona_2820,27,F,Bogotá,2,3
2821,persona_2821,49,F,Bogotá,1,1
2822,persona_2822,60,F,Chía,2,1
2823,persona_2823,37,F,Zipaquirá,3,3
2824,persona_2824,43,M,Cajicá,2,1
2825,persona_2825,39,F,Cajicá,1,0
2826,persona_2826,34,M,Cajicá,3,4
2827,persona_2827,31,F,Bogotá,2,3
2828,persona_2828,65,M,Bogotá,5,0
2829,persona_2829,45,M,Chía,4,2
2830,persona_2830,55,F,Cajicá,3,5
2831,persona_2831,69,M,Chía,0,5
2832,persona_2832,33,M,Chía,5,1
2833,persona_2833,48,M,Bogotá,2,0
2834,persona_2834,38,M,Cajicá,2,1
2835,persona_2835,48,M,Cota,0,4
2836,persona_2836,47,F,Cajicá,2,1
2837,persona_2837,59,M,Cota,2,4
2838,persona_2838,35,F,Chía,5,5
2839,persona_2839,53,F,Chía,5,3
2840,persona_2840,58,M,Zipaquirá,2,0
2841,persona_2841,32,F,Chía,4,2
2842,persona_2842,45,F,Zipaquirá,5,1
2843,persona_2843,23,M,Bogotá,5,5
2844,persona_2844,34,F,Bogotá,0,3
2845,persona_2845,53,M,Cajicá,4,5
2846,persona_2846,23,F,Bogotá,5,2
2847,persona_2847,70,F,Cajicá,2,0
2848,persona_2848,24,M,Zipaquirá,3,5
2849,persona_2849,26,F,Cajicá,0,5
2850,persona_2850,54,M,Zipaquirá,4,1
2851,persona_2851,59,M,Bogotá,2,1
2852,persona_2852,50,F,Bogotá,3,3
2853,persona_2853,41,F,Chía,2,4
2854,persona_2854,26,F,Cajicá,1,2
2855,persona_2855,62,M,Bogotá,2,1
2856,persona_2856,28,M,Bogotá,4,0
2857,persona_2857,51,M,Cota,2,0
2858,persona_2858,68,M,Cota,5,0
2859,persona_2859,30,F,Cota,1,0
2860,persona_2860,55,F,Zipaquirá,2,0
2861,persona_2861,59,F,Cajicá,2,1
2862,persona_2862,50,M,Chía,1,0
2863,persona_2863,66,F,Cota,0,4
2864,persona_2864,30,F,Zipaquirá,1,1
2865,persona_2865,62,F,Bogotá,2,1
2866,persona_2866,23,F,Cota,4,4
2867,persona_2867,24,F,Zipaquirá,4,1
2868,persona_2868,47,M,Zipaquirá,2,2
2869,persona_2869,61,F,Cota,4,1
2870,persona_2870,47,F,Bogotá,4,3
2871,persona_2871,27,M,Zipaquirá,5,0
2872,persona_2872,50,F,Cota,1,3
2873,persona_2873,44,F,Cajicá,4,0
2874,persona_2874,49,M,Zipaquirá,5,1
2875,persona_2875,20,M,Chía,4,4
2876,persona_2876,44,M,Zipaquirá,3,0
2877,persona_2877,34,M,Chía,5,2
2878,persona_2878,42,M,Cajicá,2,4
2879,persona_2879,64,F,Chía,5,4
2880,persona_2880,37,M,Zipaquirá,5,5
2881,persona_2881,38,F,Bogotá,5,0
2882,persona_2882,54,M,Cota,2,2
2883,persona_2883,33,F,Chía,4,1
2884,persona_2884,35,M,Zipaquirá,4,4
2885,persona_2885,49,M,Chía,3,1
2886,persona_2886,61,M,Cota,0,4
2887,persona_2887,44,F,Chía,5,2
2888,persona_2888,40,F,Cajicá,0,2
2889,persona_2889,58,F,Chía,3,3
2890,persona_2890,56,M,Chía,1,0
2891,persona_2891,29,M,Cota,3,1
2892,persona_2892,67,M,Cajicá,3,3
2893,persona_2893,31,F,Bogotá,2,1
2894,persona_2894,67,M,Zipaquirá,5,3
2895,persona_2895,32,F,Cajicá,0,1
2896,persona_2896,57,F,Bogotá,3,3
2897,persona_2897,64,M,Cajicá,5,1
2898,persona_2898,50,M,Chía,3,2
2899,persona_2899,20,F,Zipaquirá,0,5
2900,persona_2900,42,M,Chía,0,3
2901,persona_2901,45,M,Bogotá,2,3
2902,persona_2902,47,F,Cajicá,2,0
2903,persona_2903,21,F,Cota,4,4
2904,persona_2904,54,M,Cajicá,5,3
2905,persona_2905,39,F,Bogotá,0,5
2906,persona_2906,66,M,Cajicá,3,4
2907,persona_2907,63,F,Bogotá,4,5
2908,persona_2908,56,M,Cota,3,5
2909,persona_2909,26,F,Bogotá,5,1
2910,persona_2910,28,M,Zipaquirá,1,0
2911,persona_2911,61,F,Cota,4,0
2912,persona_2912,47,M,Cajicá,0,2
2913,persona_2913,61,F,Chía,2,4
2914,persona_2914,61,M,Bogotá,3,3
2915,persona_2915,29,M,Zipaquirá,2,4
2916,persona_2916,24,M,Cota,0,3
2917,persona_2917,62,F,Bogotá,2,5
2918,persona_2918,58,M,Cajicá,2,0
2919,persona_2919,36,F,Cajicá,3,1
2920,persona_2920,58,F,Chía,2,4
2921,persona_2921,47,F,Bogotá,1,4
2922,persona_2922,45,F,Zipaquirá,0,4
2923,persona_2923,62,F,Bogotá,3,1
2924,persona_2924,42,M,Cajicá,0,4
2925,persona_2925,38,F,Cajicá,2,4
2926,persona_2926,49,F,Bogotá,1,1
2927,persona_2927,38,F,Bogotá,3,4
2928,persona_2928,28,M,Bogotá,0,5
2929,persona_2929,45,M,Chía,5,0
2930,persona_2930,56,M,Bogotá,2,3
2931,persona_2931,23,F,Chía,1,1
2932,persona_2932,35,F,Zipaquirá,4,3
2933,persona_2933,45,M,Zipaquirá,2,0
2934,persona_2934,25,M,Cajicá,5,4
2935,persona_2935,49,M,Bogotá,4,1
2936,persona_2936,67,F,Zipaquirá,0,5
2937,persona_2937,66,F,Cota,5,1
2938,persona_2938,21,F,Cajicá,3,3
2939,persona_2939,43,F,Zipaquirá,2,1
2940,persona_2940,24,F,Zipaquirá,0,4
2941,persona_2941,64,F,Chía,0,5
2942,persona_2942,55,F,Chía,0,0
2943,persona_2943,57,M,Bogotá,1,0
2944,persona_2944,55,F,Cota,0,3
2945,persona_2945,34,M,Cajicá,0,0
2946,persona_2946,33,F,Cajicá,0,4
2947,persona_2947,54,M,Chía,0,3
2948,persona_2948,45,M,Cajicá,5,2
2949,persona_2949,41,M,Bogotá,2,2
2950,persona_2950,21,F,Zipaquirá,3,0
2951,persona_2951,36,M,Bogotá,3,4
2952,persona_2952,57,M,Cota,1,4
2953,persona_2953,60,M,Bogotá,0,0
2954,persona_2954,38,M,Cota,4,5
2955,persona_2955,25,F,Chía,1,4
2956,persona_2956,53,M,Cajicá,1,0
2957,persona_2957,35,M,Zipaquirá,3,1
2958,persona_2958,65,M,Bogotá,4,5
2959,persona_2959,30,M,Zipaquirá,0,4
2960,persona_2960,25,F,Chía,4,4
2961,persona_2961,55,M,Cota,4,4
2962,persona_2962,66,M,Chía,5,0
2963,persona_2963,43,F,Cajicá,5,3
2964,persona_2964,42,M,Cajicá,3,4
2965,persona_2965,40,F,Cajicá,4,4
2966,persona_2966,28,F,Cajicá,1,4
2967,persona_2967,23,F,Bogotá,2,2
2968,persona_2968,62,F,Chía,4,1
2969,persona_2969,47,M,Bogotá,5,5
2970,persona_2970,33,M,Bogotá,4,4
2971,persona_2971,69,M,Zipaquirá,0,0
2972,persona_2972,65,F,Bogotá,3,4
2973,persona_2973,62,F,Chía,0,5
2974,persona_2974,20,M,Bogotá,4,4
2975,persona_2975,24,M,Zipaquirá,5,4
2976,persona_2976,61,F,Cajicá,2,4
2977,persona_2977,21,F,Zipaquirá,2,4
2978,persona_2978,53,F,Bogotá,5,0
2979,persona_2979,65,F,Chía,1,0
2980,persona_2980,65,F,Cajicá,2,1
2981,persona_2981,44,F,Chía,3,1
2982,persona_2982,37,M,Cajicá,1,4
2983,persona_2983,55,F,Bogotá,5,0
2984,persona_2984,21,M,Zipaquirá,4,4
2985,persona_2985,56,F,Bogotá,5,3
2986,persona_2986,54,F,Chía,1,0
2987,persona_2987,30,F,Cajicá,5,5
2988,persona_2988,48,F,Zipaquirá,0,1
2989,persona_2989,50,F,Cajicá,3,2
2990,persona_2990,20,F,Cota,4,0
2991,persona_2991,68,F,Zipaquirá,4,5
2992,persona_2992,33,M,Bogotá,0,0
2993,persona_2993,69,M,Bogotá,1,2
2994,persona_2994,43,M,Cajicá,3,3
2995,persona_2995,44,F,Cota,5,0
2996,persona_2996,68,M,Cota,4,0
2997,persona_2997,45,M,Zipaquirá,1,1
2998,persona_2998,24,M,Cajicá,2,3
2999,persona_2999,48,M,Cota,2,5
3000,persona_3000,62,M,Cota,2,0
3001,persona_3001,25,M,Cajicá,4,1
3002,persona_3002,33,F,Cota,2,1
3003,persona_3003,27,M,Bogotá,2,4
3004,persona_3004,39,F,Cajicá,5,2
3005,persona_3005,49,M,Cajicá,4,4
3006,persona_3006,65,F,Cajicá,2,3
3007,persona_3007,27,F,Cajicá,3,2
3008,persona_3008,28,M,Zipaquirá,2,2
3009,persona_3009,31,F,Cota,2,0
3010,persona_3010,27,M,Chía,2,4
3011,persona_3011,37,F,Zipaquirá,2,4
3012,persona_3012,41,F,Cota,0,1
3013,persona_3013,42,M,Zipaquirá,1,1
3014,persona_3014,25,F,Bogotá,1,2
3015,persona_3015,32,M,Chía,2,3
3016,persona_3016,59,M,Zipaquirá,4,0
3017,persona_3017,43,F,Bogotá,4,5
3018,persona_3018,44,M,Bogotá,3,1
3019,persona_3019,46,F,Zipaquirá,2,1
3020,persona_3020,66,F,Bogotá,3,0
3021,persona_3021,22,M,Bogotá,5,5
3022,persona_3022,33,M,Zipaquirá,4,3
3023,persona_3023,59,M,Cajicá,2,3
3024,persona_3024,63,M,Bogotá,5,4
3025,persona_3025,28,M,Cota,4,4
3026,persona_3026,41,M,Zipaquirá,1,1
3027,persona_3027,38,M,Zipaquirá,0,5
3028,persona_3028,24,F,Zipaquirá,3,3
3029,persona_3029,40,M,Cajicá,5,5
3030,persona_3030,39,M,Cota,5,2
3031,persona_3031,42,M,Cajicá,5,5
3032,persona_3032,55,F,Cajicá,1,1
3033,persona_3033,49,F,Chía,5,0
3034,persona_3034,26,F,Zipaquirá,2,0
3035,persona_3035,56,F,Cota,3,0
3036,persona_3036,33,M,Chía,3,0
3037,persona_3037,65,M,Zipaquirá,4,3
3038,persona_3038,61,F,Cota,1,2
3039,persona_3039,35,M,Zipaquirá,2,1
3040,persona_3040,68,F,Cajicá,1,5
3041,persona_3041,47,M,Chía,5,3
3042,persona_3042,51,F,Chía,5,0
3043,persona_3043,46,F,Cota,4,2
3044,persona_3044,63,F,Zipaquirá,4,4
3045,persona_3045,66,F,Cota,5,4
3046,persona_3046,49,F,Zipaquirá,0,0
3047,persona_3047,28,F,Cota,0,0
3048,persona_3048,66,F,Zipaquirá,3,0
3049,persona_3049,36,F,Bogotá,5,2
3050,persona_3050,68,F,Cajicá,5,4
3051,persona_3051,53,F,Bogotá,1,0
3052,persona_3052,46,M,Zipaquirá,2,0
3053,persona_3053,63,M,Chía,3,0
3054,persona_3054,69,M,Cajicá,3,5
3055,persona_3055,61,M,Cota,1,0
3056,persona_3056,32,M,Bogotá,2,4
3057,persona_3057,39,M,Cajicá,0,4
3058,persona_3058,30,F,Cota,1,1
3059,persona_3059,65,F,Cota,1,1
3060,persona_3060,46,F,Zipaquirá,2,4
3061,persona_3061,50,F,Cajicá,3,0
3062,persona_3062,22,F,Chía,5,3
3063,persona_3063,22,F,Cajicá,2,3
3064,persona_3064,36,M,Cota,0,1
3065,persona_3065,68,M,Chía,3,3
3066,persona_3066,25,F,Zipaquirá,4,5
3067,persona_3067,31,F,Zipaquirá,5,4
3068,persona_3068,37,F,Cota,2,2
3069,persona_3069,54,M,Cajicá,3,5
3070,persona_3070,26,M,Chía,2,1
3071,persona_3071,70,F,Zipaquirá,4,2
3072,persona_3072,23,M,Zipaquirá,1,0
3073,persona_3073,58,M,Cota,4,2
3074,persona_3074,21,F,Zipaquirá,2,2
3075,persona_3075,50,F,Chía,2,0
3076,persona_3076,55,F,Bogotá,5,3
3077,persona_3077,20,M,Cajicá,0,5
3078,persona_3078,70,F,Zipaquirá,3,4
3079,persona_3079,65,F,Chía,2,0
3080,persona_3080,25,M,Chía,3,2
3081,persona_3081,39,M,Cota,2,4
3082,persona_3082,49,F,Chía,3,5
3083,persona_3083,24,F,Chía,4,5
3084,persona_3084,26,F,Bogotá,4,0
3085,persona_3085,55,F,Chía,2,1
3086,persona_3086,53,F,Zipaquirá,2,0
3087,persona_3087,39,M,Chía,5,1
3088,persona_3088,66,M,Cajicá,5,2
3089,persona_3089,22,M,Zipaquirá,1,3
3090,persona_3090,35,M,Cota,5,1
3091,persona_3091,41,F,Zipaquirá,1,5
3092,persona_3092,24,F,Bogotá,1,3
3093,persona_3093,28,M,Zipaquirá,5,3
3094,persona_3094,62,M,Bogotá,4,1
3095,persona_3095,53,F,Cajicá,3,0
3096,persona_3096,48,M,Zipaquirá,3,0
3097,persona_3097,41,M,Cota,0,5
3098,persona_3098,65,M,Cajicá,0,0
3099,persona_3099,40,F,Bogotá,0,3
3100,persona_3100,22,M,Cota,5,2
3101,persona_3101,67,F,Cota,4,5
3102,persona_3102,46,F,Chía,3,1
3103,persona_3103,53,F,Cajicá,5,5
3104,persona_3104,28,F,Bogotá,1,3
3105,persona_3105,35,M,Chía,2,5
3106,persona_3106,66,F,Zipaquirá,5,4
3107,persona_3107,36,F,Zipaquirá,4,5
3108,persona_3108,33,M,Chía,2,3
3109,persona_3109,63,F,Cota,5,0
3110,persona_3110,41,F,Zipaquirá,4,3
3111,persona_3111,42,M,Bogotá,3,2
3112,persona_3112,58,M,Cota,4,2
3113,persona_3113,66,M,Cota,4,2
3114,persona_3114,34,F,Zipaquirá,5,3
3115,persona_3115,67,F,Bogotá,1,1
3116,persona_3116,26,F,Bogotá,0,4
3117,persona_3117,59,F,Cota,0,4
3118,persona_3118,25,F,Chía,5,3
3119,persona_3119,47,F,Bogotá,2,0
3120,persona_3120,33,F,Zipaquirá,3,0
3121,persona_3121,50,F,Zipaquirá,2,3
3122,persona_3122,59,F,Cota,5,3
3123,persona_3123,46,F,Zipaquirá,2,0
3124,persona_3124,66,F,Zipaquirá,1,5
3125,persona_3125,68,M,Cota,5,5
3126,persona_3126,61,F,Cota,1,3
3127,persona_3127,54,M,Zipaquirá,0,5
3128,persona_3128,31,M,Zipaquirá,0,2
3129,persona_3129,67,M,Bogotá,2,3
3130,persona_3130,38,F,Cota,5,4
3131,persona_3131,64,F,Chía,2,4
3132,persona_3132,25,M,Cota,5,0
3133,persona_3133,43,M,Bogotá,0,0
3134,persona_3134,46,F,Cajicá,0,5
3135,persona_3135,68,F,Bogotá,1,3
3136,persona_3136,38,F,Cajicá,0,3
3137,persona_3137,20,M,Cajicá,4,0
3138,persona_3138,25,F,Zipaquirá,5,3
3139,persona_3139,64,M,Cota,1,3
3140,persona_3140,49,M,Cajicá,5,5
3141,persona_3141,46,M,Zipaquirá,3,2
3142,persona_3142,66,F,Cota,1,3
3143,persona_3143,36,M,Cota,0,4
3144,persona_3144,23,F,Cajicá,5,4
3145,persona_3145,23,M,Zipaquirá,4,5
3146,persona_3146,47,M,Cajicá,2,1
3147,persona_3147,37,M,Bogotá,4,5
3148,persona_3148,56,F,Chía,3,3
3149,persona_3149,55,M,Chía,3,3
3150,persona_3150,27,M,Bogotá,3,1
3151,persona_3151,51,F,Bogotá,3,2
3152,persona_3152,33,M,Cota,1,4
3153,persona_3153,57,F,Zipaquirá,2,4
3154,persona_3154,38,M,Cota,3,5
3155,persona_3155,24,F,Bogotá,2,2
3156,persona_3156,62,M,Bogotá,1,1
3157,persona_3157,29,M,Zipaquirá,2,3
3158,persona_3158,26,M,Bogotá,1,5
3159,persona_3159,67,M,Cajicá,4,5
3160,persona_3160,29,M,Bogotá,4,5
3161,persona_3161,58,M,Zipaquirá,3,4
3162,persona_3162,58,F,Zipaquirá,5,0
3163,persona_3163,42,F,Chía,0,3
3164,persona_3164,38,F,Cajicá,2,3
3165,persona_3165,50,M,Zipaquirá,5,2
3166,persona_3166,35,M,Bogotá,3,4
3167,persona_3167,61,M,Cajicá,0,3
3168,persona_3168,36,M,Cota,1,4
3169,persona_3169,28,M,Cajicá,5,0
3170,persona_3170,41,M,Chía,3,2
3171,persona_3171,29,M,Chía,3,0
3172,persona_3172,37,M,Cajicá,0,3
3173,persona_3173,53,F,Bogotá,0,0
3174,persona_3174,41,M,Cota,4,3
3175,persona_3175,51,M,Cota,4,1
